group1 group2
113.709584471467 187
94.3530182860391 131
103.631284113373 57
106.32862604961 188
104.04268323141 86
98.9387548390852 88
115.115219974389 63
99.053409615869 70
120.18423713877 101
99.3728590094758 70
113.048696542235 74
122.866453927011 110
86.1113929888766 67
97.2121123318263 91
98.6667866360634 113
106.359503980701 86
97.1574707858393 102
73.4354457909522 100
75.5953307142448 71
113.201133457302 89
96.9336140592153 119
82.1869156602 118
98.2808264424038 140
112.146746991726 92
118.95193461265 93
95.695308683938 94
97.4273061723107 57
82.3683691480522 66
104.600973548313 83
93.6000512403988 69
104.554501232412 107
107.048373372288 189
110.351035219699 94
93.9107362459279 73
105.04955123298 119
82.8299132092666 134
92.155409916205 76
91.4909240582348 141
75.8579235005337 90
100.361226068923 109
102.059986002003 87
96.3894270145133 85
107.581632356995 117
92.7329517292342 68
86.3171895558071 88
104.328180258887 125
91.8860682381333 115
114.441012617213 64
95.6855379738665 81
106.556478834022 47
103.219252652039 70
92.1616105911963 150
115.75727519792 91
106.428993057173 54
100.897606465996 108
102.765507472915 60
106.792888160553 186
100.898328865791 99
70.0690991684706 92
102.848829535307 91
96.3276535725903 97
101.852305648656 195
105.818237273655 166
113.997368272927 159
92.7270794052554 162
113.025426320441 82
103.358481197521 76
110.385060986976 141
109.207285682906 69
107.208781628669 128
89.5688106143214 66
99.0981361338929 89
106.235181619995 57
90.4647664222766 86
94.5717118542614 50
105.809964976817 129
107.681787378346 116
104.637675885402 72
91.1422370259032 144
89.0021910135214 66
115.127070098049 116
102.57921437532 98
100.884402291596 129
98.7910346246091 88
88.0567110483947 116
106.119968980404 111
97.8286015425348 91
98.1724329366808 111
109.333463285712 110
108.217731105082 80
113.921163759343 93
95.2382607694533 99
106.503485607263 104
113.9111045639 98
88.892111205521 118
91.3920741312216 89
88.6826131914623 76
85.407860004976 69
100.799825532412 147
106.532043396492 134
112.009653755985 84
110.447510871677 148
89.9679135316015 83
118.484819016727 66
93.3322659124218 105
101.055138124561 89
95.7774411813114 124
98.7764982804503 153
101.881930345015 77
101.19160957997 121
99.749074491326 74
101.08072727942 110
95.1456476415333 152
94.957828693121 77
83.3890092008519 73
96.1766627312618 151
94.873497421222 98
127.018910003448 107
86.3788376881028 43
101.372562185586 109
85.0637493268371 80
85.295642585632 158
101.24702386197 41
90.0336086511596 70
99.9817738569529 193
95.7174111857419 70
93.8632839355051 105
79.7532215458089 104
87.7525204964001 116
101.795164411179 57
105.676205944235 47
95.0712264644653 68
100.000628840654 87
111.2288964338 119
114.398557429762 58
89.0288623159418 98
98.8268043974982 86
112.014984009197 80
95.302704194337 112
99.47530515061 91
99.1389270176291 103
91.1232098209357 131
95.5531599511526 145
99.7055512091176 145
95.8613115094208 103
111.133860233682 79
95.1900715834602 64
95.6683096739927 94
106.968625765521 95
89.4363158682909 86
99.5930152484878 120
84.4845517765241 68
111.671695492357 104
97.2635429862592 62
95.3215467532775 102
87.6174767201379 97
99.9223796622267 55
91.9971782204834 116
94.6650767004956 92
112.876752455846 121
98.2447412975787 57
89.2821761584932 107
101.632068824674 88
96.3726158437205 91
105.900135479873 128
114.32421927731 45
90.0730748889051 34
104.546502975803 79
100.848980586785 86
108.955655822645 138
97.7022186105373 97
108.366190684606 108
82.5494413866331 119
116.894589213134 69
108.647779785186 61
98.4922401111425 96
85.5099286986083 96
106.43008700042 87
104.831938638148 85
99.9364437357861 129
101.514558928624 165
94.158910296502 68
103.688067326302 78
102.946543397195 116
97.2074062665743 59
86.6376334510685 86
107.0074881844 151
105.54196622274 43
91.6369340719858 86
84.0541183799376 108
102.049585805876 64
96.5491202202711 99
102.526117033645 141
87.0599753451545 140
90.4082955561964 90
110.857748536799 136
104.037749047157 103
105.864875367193 110
118.15228446154 110
101.288214286024 62
79.9907076226849 154
103.337771974336 119
111.713251273588 107
120.595392422993 132
86.2313840175948 60
88.4914443437289 110
92.9417860523988 124
89.4594421792281 178
93.5425627685751 79
98.146220323235 129
87.9877794926002 104
120.369721669832 97
101.077747448855 110
99.1589189949442 153
104.956196416046 71
100.37415186118 78
98.6791196304409 111
114.767874235521 46
97.829697899079 79
87.1639779590778 120
103.856678904434 88
96.4848712647091 121
94.7820390664373 94
89.3186879931283 87
104.283659032667 63
98.25981765573 50
105.15667728648 127
97.6563472269408 73
93.4149657417823 92
112.502366040787 117
97.282362848886 77
109.479519958752 89
87.9841756989106 57
95.338839036245 57
97.3064860484682 97
96.0903459186914 46
113.487070119917 150
99.7723529870159 78
102.442258511035 123
90.5762829213608 76
92.7078272349043 53
109.980689085548 88
112.584816645956 96
112.488636888101 117
86.1936295047467 78
120.499606936364 135
110.168728297995 102
99.7328253586174 66
107.036077787983 53
90.2861477084814 90
89.0384375844114 93
100.490504509376 154
88.0150414344222 70
101.900189985597 83
112.977058996047 84
89.6612627703525 91
92.6155924578694 116
100.465639394509 111
89.8240388017389 139
96.1671604011372 112
108.727554116714 46
109.695450139701 88
103.838466650271 159
81.4844433693253 82
99.4600326317383 71
110.647732143383 55
108.131950374116 99
98.0918352589572 91
73.000701914363 152
100.609666388011 125
105.737516974836 119
100.458035797251 131
101.574125401759 124
104.315653728688 133
96.0345026394979 160
113.099782257515 140
104.703933998739 149
87.573297294254 127
113.815754563855 120
112.044589370098 107
108.240739636819 131
83.3737059781441 91
94.3069365639452 80
106.355138172895 123
100.437220075779 74
103.480123036613 130
124.595935488704 58
91.8161967560033 178
78.8679988507086 106
102.736952724304 119
93.1240315875659 82
104.460410529619 82
91.876152762094 74
122.120554803351 116
98.7629402842257 44
95.2266449396995 172
98.3373850851339 69
108.625633836264 98
100.973404852028 156
83.7438326078871 61
99.9537923217354 90
107.602421676621 168
100.389909128726 107
107.350721416144 56
98.5352737300113 43
99.4211266461872 167
104.823694661045 88
109.929436367757 139
87.5360450196796 73
99.6651247515439 52
99.2903781875 106
92.4107934626905 77
89.6564063906085 86
93.6926804602918 114
105.86807720013 58
95.8367734381635 109
92.1511219049468 80
101.634163194861 61
87.6328576489065 172
110.458737762367 149
95.1540458378129 47
101.891288116807 110
100.51006331575 66
99.9975933111356 109
118.093820424429 62
91.7467204289006 84
111.45470452228 85
100.315731875532 50
91.6479419469328 128
99.3123635098349 135
107.467716870125 95
95.744812656054 105
92.2791776480654 73
101.527641067479 208
109.885968451788 126
99.2654166532783 73
86.1297344644026 60
86.9332409562464 162
92.3160467492206 120
94.7289187462554 99
99.7857293495837 67
106.704980709963 118
95.6538296142759 132
88.8612021668715 92
106.071059948785 77
102.754569687396 129
111.573470694147 104
83.1751914052174 97
100.873190888949 95
113.533618939427 106
107.241738006834 65
91.6744717423579 90
107.325284867684 118
91.2807313000279 61
95.4660248877021 112
111.875342786291 143
97.0985468820992 56
108.285461449654 107
97.0877229122083 39
84.2363759525209 104
91.5118430305108 52
89.114801380428 114
95.1570942888283 106
96.6368879099043 158
98.4664210933836 106
97.5675277142515 90
118.922020416001 143
86.1400166271458 65
95.8517569929222 83
103.490815281068 87
116.284422658154 71
100.885218957136 62
112.391507084006 119
83.5544446424629 121
114.463565253785 78
93.0943982833482 67
97.2356891454615 100
88.9058124010056 127
101.338693164295 119
117.853390517316 78
124.221633552516 135
89.2317109788159 128
104.859411104031 112
113.885217387443 128
98.0434318271546 130
97.8182520229379 61
96.9522204545355 188
105.978327241114 110
113.974294108158 96
106.8761976124 109
103.20188014297 128
96.9813007422274 108
104.983486855579 138
94.5046308208324 106
97.2074349636276 100
110.965134431117 77
104.420130881788 59
102.410162940261 127
97.4439234464448 101
109.310329014849 68
113.349125853755 157
91.3072823612456 82
100.554869546651 106
100.490669131919 95
94.216442716391 157
90.01261344004 155
99.975672199934 108
106.55511882813 129
114.768422789766 94
80.9084721172079 169
92.9756052668759 117
96.8856978198808 121
83.3684296933262 73
92.4946655820771 64
92.2264824081849 93
92.774303001404 83
78.1116540085293 85
102.134185502866 63
93.6807706374517 72
115.204911938322 120
107.959559494151 107
85.464704348672 91
100.983954210058 60
94.0622901576685 75
108.882811686345 104
100.530704154987 91
94.4297637415534 88
104.383970361727 110
101.526081586424 77
98.3538241825044 100
120.19890621476 136
94.7061411368274 72
95.2921302701596 151
84.5406307598248 123
99.5947327670482 70
108.903563054707 105
79.2861214907079 87
97.4993487992698 103
88.1834957334668 73
114.419372650169 84
113.578955388789 87
103.345028473407 71
114.293380804002 59
91.3268214912132 103
109.506517249719 96
94.1498849136676 113
103.209575225256 46
97.0060398333509 145
97.2145691670693 131
105.461151583295 127
86.9617884635513 98
97.4908553495754 90
101.710073737179 109
95.9653252125249 84
101.046594408357 142
96.8111921326599 140
116.183439358834 102
107.141886014886 120
129.658653698332 78
92.0492239544079 87
108.143659146799 160
120.980308101304 102
103.009800551526 99
89.1692485816077 114
89.9367749819671 88
99.6458543508239 66
113.091243608534 76
107.504004866467 28
78.6163167238758 73
92.9964589113337 170
99.9094352470701 66
85.4186651275523 79
106.945296464949 172
75.3866452481351 52
101.432897640405 57
96.0877788087294 101
95.0883591438593 63
97.1635254754795 72
103.147948047078 93
103.96326577939 146
97.7439628896404 99
80.7504956965944 113
85.6077070167802 113
85.303422260276 68
107.618634468919 106
97.5638501812872 123
102.69676607418 106
84.4107247904418 59
94.6441199330369 85
105.624519731735 116
98.2167387658008 120
98.8486401379735 102
99.2793852789363 109
112.109098069263 92
93.851030992003 97
106.761264583147 91
108.985996055376 99
88.1068209647898 69
101.21258849819 97
99.8877831386959 119
110.291407193138 133
109.147748677196 125
99.9754373332044 65
101.360095524137 58
92.7984645505688 109
98.0187566994878 107
89.7079119395173 58
90.3304410414738 145
87.791869110809 155
108.362077039448 90
111.149717984954 62
95.8705514707291 121
88.7102260199317 93
99.1206866822295 92
122.419036933126 83
120.413131707505 80
82.8019966327855 85
96.4309334387761 135
115.332804921623 137
99.6175590338976 112
115.974132423264 102
96.6641460669012 54
106.049859239154 47
102.242412392503 133
132.290694954801 98
109.204525667725 34
87.9346093078408 85
93.9611883083673 84
103.702352846221 78
80.9899935332039 111
81.9559005503676 130
88.7817739364478 135
96.5207039344086 81
112.38902148632 86
97.2580243514772 141
101.623807155582 80
99.3539309024694 84
92.9476290297486 130
113.62197268751 109
89.0348681191668 83
97.7156648145311 110
96.5217191938973 92
105.321286195067 115
116.072345622612 69
105.138145261166 91
113.82373160573 124
107.630970485499 66
93.7541545536589 153
100.81543800429 33
113.760791113648 70
84.3873421384296 60
103.247706605947 101
98.4320968304776 76
108.777838607344 91
107.501665751806 112
103.010534038428 76
114.928111172293 102
84.745061998303 111
109.10717558486 89
84.2046797214246 129
105.877162571186 126
100.896422960007 113
109.672616569498 158
100.788123529148 84
84.3130016351391 94
79.9217681598391 130
105.409735242388 89
99.2662340189157 76
94.2898160644192 120
96.8893154014636 152
93.2858493289864 103
98.4265954791902 99
90.6869492900013 66
80.1699052052987 70
97.8040019575062 156
110.452758694624 138
118.773295662997 112
100.026061959572 146
99.1933006529083 43
109.629822812399 83
100.535710165465 112
95.6510159108996 38
82.6270274465769 125
87.3630440021757 121
104.063085120693 64
85.4034603222024 89
110.484573701547 32
86.535694605498 107
98.0642944188651 189
99.9766404288632 78
99.8717026613281 73
101.519473219844 95
105.985111314011 75
98.7378756270172 75
97.5146443415322 86
101.603273949046 113
95.6635805840273 116
115.374124191003 131
